user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
sukeshcraft,new delhi India ,Twitter for Android,,2020-12-16 17:28:54,True,106,"🆂🆄🅺🅴🆂🅷🅲🆁🅰️🅵🆃 Luggage Tag 3 Pcs

Sukeshcraft Offer: Luggage Tag 3 Pcs : 699/- 🛒

Product available on Amazon,  Paytm… https://t.co/21x0Df0Fw2",0,False
sfm_dee_,خاک زمین فرش,Twitter for Android,,2020-12-16 17:15:02,False,299,@flipkartsupport @Flipkart @binnybansal @_Kalyan_K @amazonIN @snapdeal @myntra @PiyushGoyal @DoC_GoI I already told… https://t.co/Tt6XeKFqkW,0,False
sfm_dee_,خاک زمین فرش,Twitter for Android,,2020-12-16 17:09:36,False,299,@flipkartsupport A shared concern fully wrong. you blaming me that I buying products from you and sell it out. That… https://t.co/IkOhJIWvJV,0,False
zunpulse,India,Twitter Web App,,2020-12-16 14:13:22,False,1,"Dumb or Smart- Which one is your TV remote?
Choose #zunpulse smart TV remote and control your TV from your phone.… https://t.co/DRwtkbftpi",1,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 13:16:14,False,1418,@RaviKum39288238 Hi! We have connected with you and updated you with the best possible resolution. Thanks! Karan,0,False
medianews4u,chennai,Twitter Web App,,2020-12-16 13:13:15,True,2893,Snapdeal’s network expansion in 2020 powered exclusively by regional logistics players @snapdeal #Snapdeal @kkalpu… https://t.co/L5p7fSyzWQ,1,False
4psNews,,Twitter Web App,,2020-12-16 12:53:39,False,234,Snapdeal makes conscious choice to grow network by signing up local enterprises to deliver in regional markets.… https://t.co/2a9IdbAloH,0,False
imgirishagrawal,Pune,Twitter Web App,,2020-12-16 12:31:46,True,139,"@etq1993 @jawahirullah_MH OLA
OYO
FLIPKART
ZOMATO
SNAPDEAL
PAYTM and many more! 

All these startups have come from… https://t.co/HfeEQWDhQE",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 12:15:59,False,1418,@RaviKum39288238 Our team got in touch with you and updated you on the issue. Thanks! Ashi,0,False
IndiaRelease,India,Twitter Web App,,2020-12-16 11:53:51,False,2268,"Snapdeal's network expansion in 2020 powered exclusively by regional logistics players
https://t.co/yxvV9ICQLQ… https://t.co/79iijI3pzh",0,False
designerkhairul,,Twitter Web App,,2020-12-16 11:16:26,False,564,"Christmas offer for you  
&gt;&gt;just click here https://t.co/XWmIeZtMk8
#Logodesigner #logo #ebay #snapdeal… https://t.co/8CwBZRrGMK",0,False
santosh_mevada,India,Twitter for Android,,2020-12-16 10:48:51,True,233,"@2GUD 
I am buy redmi 5a phone .
But phone is not working and I am replace the phone but visiting technician 19 Dec… https://t.co/cgFjgSA4IP",0,False
snapdeal,India,Twitter Media Studio,,2020-12-16 09:47:25,False,53,"Watch of the day. ⌚️
Buy now: https://t.co/U4nEM5Onyf
#ShopFromYourHome https://t.co/eZh308y4uo",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 09:37:45,False,1418,@singhwalmukesh1 Hi! I am sorry for the unpleasant experience you’ve been through. Please share your order details… https://t.co/LZ68YpPWle,0,False
singhwalmukesh1,"Ujjain, India",Twitter for Android,,2020-12-16 09:35:45,False,40,@snapdeal I have not received the order booked by me on snapdeal till date.  It has been a week since I was connect… https://t.co/kB6NpyorcL,0,False
Fastmessenger2,"Chennai, India",Twitter for Android,,2020-12-16 08:54:03,True,573,"Rash driving of delivery boys! Will police keep a vigil on them?

https://t.co/cTCtJqmwfC

#Swiggy #Zomato #dunzo… https://t.co/C86cTEih2Z",1,False
mars_invest,mars.invest@outlook.com,Twitter Web App,,2020-12-16 08:05:35,False,64,"Always make it a practice 2 video shoot unboxing of parcels ordered thru
e-com portals like @amazonIN @Flipkart… https://t.co/jLYfC9vhMm",0,False
mews_tv,,Twitter Web App,,2020-12-16 07:45:12,False,0,"@KanganaTeam Why so now being a so-called ""Middleman"" is not a job. Then maybe we should stop buying from retail st… https://t.co/tp0FoAtfLh",0,False
SharmaAmbarPd1,,Twitter for Android,,2020-12-16 07:42:36,False,27,Snapdeal kunal bahl sir I think you terrorist's head https://t.co/qC9KUvyM84 https://t.co/LfthlQ2RjH,0,False
vin_9195,"Bengaluru, India 🅱️⛔blood",Twitter for Android,,2020-12-16 07:42:32,True,1034,"@GI_Bangalore
@realDonaldTrump
Should make
@foundation_ma
@Facebook, @Snapchat, @snapdeal, @amazon, @Walmart,… https://t.co/W6bv06u4YE",0,False
rajsol29,"Raj Garden Plants, Jodhpur ",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000000AAA9362C50>, id='4093957f0fab11d6', url='https://api.twitter.com/1.1/geo/id/4093957f0fab11d6.json', place_type='city', name='Jodhpur', full_name='Jodhpur, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000000AAA9362C50>, type='Polygon', coordinates=[[[72.6100969, 25.8528564], [73.4524747, 25.8528564], [73.4524747, 26.4943697], [72.6100969, 26.4943697]]]), attributes={})",2020-12-16 07:17:31,True,4505,Yes entire whole team of @snapdeal was connected with me to make me fool to justify robbing of my working capital b… https://t.co/Bv0lZxqI42,1,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 07:10:04,False,1418,@rajsol29 Hi! Sorry for the inconvenience caused to you. We understand that our team had connected  and updated you… https://t.co/7kNIV9G2JQ,0,False
rajsol29,"Raj Garden Plants, Jodhpur ",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000000AAA9362C50>, id='4093957f0fab11d6', url='https://api.twitter.com/1.1/geo/id/4093957f0fab11d6.json', place_type='city', name='Jodhpur', full_name='Jodhpur, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000000AAA9362C50>, type='Polygon', coordinates=[[[72.6100969, 25.8528564], [73.4524747, 25.8528564], [73.4524747, 26.4943697], [72.6100969, 26.4943697]]]), attributes={})",2020-12-16 07:07:28,True,4505,#snapdeal means #fakedeal which makes you #slapfeel #stayaway from @snapdeal https://t.co/RsHK29rsg8,1,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-16 07:05:46,False,1379,@Rahul3183 @XpressBees_IN @firstcryindia Stop using @firstcryindia because they use Xpress Bees. You will be frustr… https://t.co/hZpNtAklPh,0,False
rajsol29,"Raj Garden Plants, Jodhpur ",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000000AAA9362C50>, id='4093957f0fab11d6', url='https://api.twitter.com/1.1/geo/id/4093957f0fab11d6.json', place_type='city', name='Jodhpur', full_name='Jodhpur, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000000AAA9362C50>, type='Polygon', coordinates=[[[72.6100969, 25.8528564], [73.4524747, 25.8528564], [73.4524747, 26.4943697], [72.6100969, 26.4943697]]]), attributes={})",2020-12-16 07:04:46,True,4505,"Friends #boycott #snapdeal don't list your products,  they will robe your working capital by encouraging fake cod o… https://t.co/qtNd8MGRHf",1,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-16 07:04:21,False,1379,@Aatmik19 @XpressBees_IN @jagograhakjago Because they are hopeless. Forget about your shipment. They will not respo… https://t.co/sNwE8feEMH,0,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-16 07:03:31,False,1379,@sankibhau @swadeshi_dukaan @XpressBees_IN Don't order from sellers who use Xpress Bees. They are worst courier ser… https://t.co/2tnfdXiAyq,0,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-16 07:02:32,False,1379,"@Manish_PRYJ @XpressBees_IN Avoid ordering from the sellers who use Xpress Bees. #XpressBeesIsHopeless

https://t.co/LJgr4QOynE",0,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-16 07:01:39,False,1379,@Anurodh2014 @DrBatrasHealth @XpressBees_IN @Vamaship @Dr_Batras @DrBatras_Intl You will not get it. They are hopel… https://t.co/SBYVOQfdbC,0,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-16 06:59:40,False,1379,"@GugliaSaurabh @XpressBees_IN Avoid them. They are hopeless, don't use their service even for free.… https://t.co/pEDeghDzRT",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 06:43:01,False,1418,"@jubiphung Hi! We've replied via  private message. Please check. Thanks, Parv",0,False
jubiphung,"Churachandpur, India",Twitter for Android,,2020-12-16 06:35:52,True,343,"@Snapdeal_Help I do provide alternate no.  Don't make any lame excuse!
#Fraud",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 06:32:42,False,1418,@ShreyaD50003619 Apologies for the inconvenience caused. Getting this checked with the concerned team and will update you. Thanks! Avi,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 06:30:03,False,1418,"@jubiphung We tried contacting you but couldn't connect with you. Kindly ""Private Message"" us your alternate number… https://t.co/e3pGR1sNSy",0,False
ShreyaD50003619,,Twitter Web App,,2020-12-16 06:26:22,False,58,"case id 10380138, case id 10379478 , when address mentioned in this order is fake, then y @snapdeal is forcing to ship fake orders",0,False
jubiphung,"Churachandpur, India",Twitter for Android,,2020-12-16 06:24:55,True,343,"Shame on you @snapdeal @Snapdeal_Help 
As there is no lockdown in my area at all. 
This is fraud.
Will be giving pa… https://t.co/3y29tw7YQU",0,False
LilbossJ1,India,Twitter for Android,,2020-12-16 06:03:17,False,0,"Grab your Latest Christmas Collection Now

1) Snow Bootcut Jeans
2) Beautiful White Onepiece 
3) Hoodies
&amp; Much mor… https://t.co/WHcoLdVvA7",0,False
LondonRagIndia,"Mumbai, India",Hootsuite Inc.,,2020-12-16 06:00:20,False,0,"Got your hands on these loafers from London Rag?
Shop now &amp; get 30% OFF
Link in Bio!
.
.
.
#Wednesday #Loafers… https://t.co/T3Fq60l5kp",1,False
LilbossJ1,India,Twitter for Android,,2020-12-16 05:47:01,False,0,"Women's Flared Jeans. Christmas Special.

Grab upto 40% Discount. Only at My online store https://t.co/v2cjaMVnfh… https://t.co/DnV1UDCyGT",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 05:04:45,False,1418,@jubiphung We always request our customers to never share their personal details publicly as our page is visible to… https://t.co/9RTYMelzjH,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 05:04:28,False,1418,"@jubiphung Hi! Very sorry for the inconvenience caused, we've noted down the order ID &amp; I'll get this checked &amp; con… https://t.co/4GcGyio0pf",0,False
jubiphung,"Churachandpur, India",Twitter for Android,,2020-12-16 05:02:07,True,343,"@snapdeal 
Pathetic site to order 
Making lame excuses 
#Fraud 
Shame on you @Snapdeal_Help https://t.co/QEUmz8F7UP",0,False
AmiparaChirag,rajkot,Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x000000AAA9362C50>, id='40fddd081e9a63fb', url='https://api.twitter.com/1.1/geo/id/40fddd081e9a63fb.json', place_type='city', name='Jetpur Navagadh', full_name='Jetpur Navagadh, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000000AAA9362C50>, type='Polygon', coordinates=[[[70.483681, 21.605454], [70.836073, 21.605454], [70.836073, 21.964568], [70.483681, 21.964568]]]), attributes={})",2020-12-16 04:18:27,True,81,"We want to sell domain name #desidukan.in 
.
.
Bid price start 10 cr...@amazonIN @Flipkart @Paytm @snapdeal… https://t.co/0kPDFoMEXN",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-16 03:49:10,False,1418,@DrSatyamurty Please share your contact number via “Private Message” by clicking on the below link so that our team… https://t.co/Yg8ZDXc5M2,0,False
DrSatyamurty,"Mumbai, India",Twitter for iPhone,,2020-12-16 03:46:41,True,13,@Snapdeal_Help I have given 3 names of Cyber Culprits from Jabalpur who are using SNAPDEAL Name and you have not ta… https://t.co/AjCPYgcGxB,0,False
sukeshcraft,new delhi India ,Twitter for Android,,2020-12-15 16:44:01,True,106,"🆂🆄🅺🅴🆂🅷🅲🆁🅰️🅵🆃 Ultimate Watch Box Holder For 12

Sukeshcraft Offer: Ultimate Watch Box : 2,499/- 🛒

Product available… https://t.co/7V3vWQyh4d",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 16:24:52,False,1418,@SUNILKU02075252 Hi! Please “Private Message” us by clicking the below link if you’re facing any specific issue and… https://t.co/EXFmNxrwsq,0,False
zunpulse,India,Twitter Web App,,2020-12-15 13:58:49,False,1,"Dumb or Smart- Which one is your bulb?
Choose #zunpulse smart bulb and get access to 16 million colours at just one… https://t.co/Jewjhewfsa",0,False
wizikey,India,Zoho Social,,2020-12-15 13:30:01,False,155,@snapdeal topped the list of e-commerce providers and secured  #9 position in the ‘Hottest Startups of 2020’ report… https://t.co/OmQdI80Ws5,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 13:20:52,False,1418,@Sneharanjanpan7 These OTPs can be misused by hackers to gain account access causing trouble to the brand and recipient. Thanks! Avi,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 13:20:40,False,1418,@Sneharanjanpan7 Hi! Please be informed that there are some spam apps like SMS bomber used by hackers/pranksters to… https://t.co/nPxNSNjzsz,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 13:14:10,False,1418,@Debasis51832380 These OTPs can be misused by hackers to gain account access causing trouble to the brand and recipient. Thanks! Avi,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 13:14:00,False,1418,@Debasis51832380 Hi! Please be informed that there are some spam apps like SMS bomber used by hackers/pranksters to… https://t.co/i73nOmVx3f,0,False
Debasis51832380,India,Twitter for Android,,2020-12-15 13:10:38,False,11,"@Flipkart
#Netmeds
@snapdeal
@lenskart
#gobibo
#oneapollo
#nonstop_56otp
Why so much otp's are coming from your app… https://t.co/S9mOFevLoz",0,False
ApparelsTimes,"Ludhiana, Punjab",Twitter Web App,,2020-12-15 13:10:25,False,0,"Welcome to Times Apparel. Buy online women’s premium jackets, cardigans or other products at reasonable prices. Ord… https://t.co/8f7ruvY6jC",0,False
IncUpix,"Vadodara, Gujarat",Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x000000AAA9362C50>, id='69d8d9f0fd0ddc8e', url='https://api.twitter.com/1.1/geo/id/69d8d9f0fd0ddc8e.json', place_type='admin', name='Gujarat', full_name='Gujarat, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000000AAA9362C50>, type='Polygon', coordinates=[[[68.106114, 20.120943], [74.47663, 20.120943], [74.47663, 24.708482], [68.106114, 24.708482]]]), attributes={})",2020-12-15 13:09:10,True,15,"A check to make before ordering your Compatible #Remote online, buy it easy at https://t.co/UynlJtQPNg

#upix… https://t.co/GJs1Qzx62i",0,False
vrindustries1,,Twitter Web App,,2020-12-15 12:43:29,False,1,"When it comes to having nutrients in abundance, think of 8AM! 
Checkout our wide range of products :… https://t.co/9wTm0LcXlZ",1,False
sandybhogi01,vizag,Twitter for Android,,2020-12-15 11:01:16,False,16,@Snapdeal_Help Please take necessary actions on this to avoid further.,0,False
aneeshnaol,"अटिंगल, भारत",Twitter for Android,,2020-12-15 10:47:14,False,125,@deepakjbhasi @Flipkart @amazonIN @snapdeal @AJIOLife @TataCLiQ What's your update? Send an email saying you blocke… https://t.co/TsU7K5gEev,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 10:27:47,False,1418,@ShreyaD50003619 So sorry for the trouble. We will connect with you at the earliest and help you out. Thanks! Parv,0,False
ShreyaD50003619,,Twitter for iPhone,,2020-12-15 10:20:16,False,58,@snapdeal i have raised issue regarding cancellation of fake orders from pst 2 days. Y no one is cancelling fake orders?,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 09:03:59,False,1418,@SameerC32413471 Hi! Trust you are doing good. Please let us know via Private Message if there is anything I can he… https://t.co/s7Y7vrJa34,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 06:54:38,False,1418,@sandybhogi01 Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw pri… https://t.co/ssuqo6H1kD,0,False
sandybhogi01,vizag,Twitter for Android,,2020-12-15 06:53:05,False,16,"@snapdeal Team, could you check and confirm if this is a valid one. Could see it as a false one and need your immed… https://t.co/ySLSDDdL3l",0,False
R000V,,Twitter Web App,,2020-12-15 06:47:58,False,11,@KPadmaRan1 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani This is wrong not every body is allow… https://t.co/R276wc0yBu,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 06:41:21,False,1418,@Manish59821186 We've escalated this to our team &amp; we’ll update you on this asap. Thanks! Sam,0,False
PlantsNursery1,,Twitter Web App,,2020-12-15 06:36:35,False,34,"Buy Flat 85% MadnMod Bronze Dangle Tassel Earrings with FREE SHIPPING on
https://t.co/IPcSfoZ7W0

Buy on Flipkart… https://t.co/q6TnQNLQ9m",0,False
tejasbaldev,Bombay / Bangalore,Twitter for iPhone,,2020-12-15 05:56:07,True,1541,@BeingPractical @Inc42 Is Snapdeal still a unicorn ?!,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 05:39:30,False,1418,@Manish59821186 We always request our customers to never share their personal details publicly as our page is visib… https://t.co/gYZPeGwZQX,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 05:39:08,False,1418,@Manish59821186 Hi! Very sorry for the inconvenience. I've noted down the order ID. I'll get this checked &amp; connect with you. Thanks! Sam,0,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-15 05:13:32,False,1379,"@ShiprocketIndia Just remove Xpress Bees from your shipping partners. 
You will loose your business if you work wit… https://t.co/o20uOQllMt",0,False
MainVivekSharma,"Jabalpur, Madhya Pradesh",Twitter for Android,,2020-12-15 05:10:30,False,62,"Order my #ShayariBook #MuhabbatUrduHai from #Amazon #Flipkart #Snapdeal or DM for payment link. 
It's a mother book… https://t.co/pcohB3z3LB",0,False
deepakjbhasi,"Kerala, India",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000000AAA9362C50>, id='25a8e79ac273e6cf', url='https://api.twitter.com/1.1/geo/id/25a8e79ac273e6cf.json', place_type='city', name='Chirayinkil', full_name='Chirayinkil, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000000AAA9362C50>, type='Polygon', coordinates=[[[76.672251, 8.619294], [76.934992, 8.619294], [76.934992, 8.859548], [76.672251, 8.859548]]]), attributes={})",2020-12-15 05:10:14,True,49,Ordered one latest Asus laptop worth 38K but @Flipkart delivered an old laptop worth 22K. Then I requested them to… https://t.co/1bcZTksZb8,1,False
MainVivekSharma,"Jabalpur, Madhya Pradesh",Twitter for Android,,2020-12-15 05:10:03,False,62,"Order my #ShayariBook #MuhabbatUrduHai from #Amazon #Flipkart #Snapdeal or DM for payment link. 
It's a mother book… https://t.co/MYUmN2enIH",0,False
sriadinath1,"New Delhi, Delhi",Twitter Web App,,2020-12-15 04:53:25,True,3,@Snapdeal_Help Thanks,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 04:52:07,False,1418,@sriadinath1 I've shared this with my team. We'll connect with you soon regarding this. Thanks! Ashi,0,False
sriadinath1,"New Delhi, Delhi",Twitter Web App,,2020-12-15 04:50:48,True,3,@Snapdeal_Help also requested for it but they r asking to send the images but i am not able to attach it and the re… https://t.co/ykFVlA1GBA,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 04:49:01,False,1418,@sriadinath1 We always request our sellers to never share their personal details publicly as our page is visible to… https://t.co/1mtQxFCViq,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 04:47:51,False,1418,@sriadinath1 Hi! Apologies for the experience you have been through. This should not have happened. We'll get this… https://t.co/n350qCfnCh,0,False
sriadinath1,"New Delhi, Delhi",Twitter Web App,,2020-12-15 04:44:46,True,3,"@Snapdeal_Help Hi Snapdeal team,Please be informed that we had ordered the Snapdeal packagingmaterial of size 11.5X… https://t.co/xhoCHHM8mQ",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 04:26:25,False,1418,@lnglivemagic Our team got in touch with you and updated you on the same. Thanks! Kavia,0,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-15 04:11:12,False,1379,@Anurodh2014 @XpressBees_IN @Vamaship @Dr_Batras @DrBatrasHealth @DrBatras_Intl They must have lost the parcel alre… https://t.co/xxbbtA7r9E,0,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-15 04:10:24,False,1379,@SachinNegi1984 @XpressBees_IN They must have lost the parcel already. Stop using XpressBees as they are expert at… https://t.co/ayoFmkScgQ,0,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-15 04:09:53,False,1379,@abhimunyou @ShiprocketIndia @XpressBees_IN They must have lost the parcel already. Contact sellers to stop using X… https://t.co/Hr0tNXLote,0,False
ambar_hitman,Parts Unknown,Twitter Web App,,2020-12-15 04:09:16,False,1379,@iamraviteja3 @XpressBees_IN They must have lost the parcel already. Contact myntra to stop using XpressBees as the… https://t.co/zOl8XkhtG4,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-15 03:44:11,False,1418,"@anandrockalways Hi! Your feedback has been noted and we'll share it with the concerned team. Thanks, Ashi",0,False
MuhammadS_Hasan,India,Twitter for Android,,2020-12-14 21:22:58,False,580,"Itna hi nhin Amazon flipkart or saare shopping app me hai 

Koi China ka product hai, kisi me manufacturer shika ha… https://t.co/cIBHlQns02",0,False
